,tweet_id,text,author_id,created_at,place_id,like_count,quote_count,reply_count,retweet_count,conversation_id,in_reply_to_user_id,Num_words_text
14,1357320175440326656,year time finally released cinemas brady going 33rd career super bowl playstation boris johnson finally lifted lockdown,58487160,2021-02-04T13:28:42.000Z,3dc7b71f520e2d15,4,0,0,0,1357320175440326656,,18
15,1357319620357738496,missed eagles super bowl fandom grown season season since became genuinely excited super bowl year thank pick chat fantasynfluk propelling interest stratosphere flyeaglesfly,325124128,2021-02-04T13:26:29.000Z,0fb56bf8b54925c7,2,0,1,0,1357319620357738496,,25
16,1357313287831117824,first weekend nations superbowl weekend something positive,2228049900,2021-02-04T13:01:20.000Z,59eb766a9d39e4e3,4,0,0,0,1357313287831117824,,8
17,1357341781868744709,feel coming super bowlhalftimeready weeknd workout playlist,2493459529,2021-02-04T14:54:33.000Z,01c7ed8caf11e8b2,0,0,0,0,1357341781868744709,,9
18,1357357637017468928,purplebin hilarious seen aswell america thousand super bowl pandemic,143852459,2021-02-04T15:57:33.000Z,151b9e91272233d1,0,0,2,0,1357353022087696384,76002469.0,13
19,1357345200566247432,purkiss27 mysportsupdate imagine getting lemon cant even super bowl choker lucaspodd1,548892072,2021-02-04T15:08:08.000Z,20bc436b37c1b13a,0,0,0,0,1357341493908807684,1.0109902184538972e+18,14
20,1357344827872923648,cannot wait super bowl,1109105829104533506,2021-02-04T15:06:39.000Z,208d28e57bdc12e9,0,0,0,0,1357344827872923648,,4
21,1357343496705740803,md1010xl 1010xlfattony md1010xl 1010xlfattony iame2thet jaguarstoday catch superbowl proved argument friends didnt wear bright gloves would ruled incomplete,1976479292,2021-02-04T15:01:22.000Z,65fb4b550d17bb34,0,0,1,0,1357340326013194242,49786915.0,24
22,1357343234884661250,eagles super bowl three years today feels like yesterday moments like never fading,3064207599,2021-02-04T15:00:20.000Z,002da48fb40d4820,90,0,1,22,1357343234884661250,,15
23,1357388366900256768,super bowl week guessed correct answer guess player tampa buccaneers ndamukongsuh kansas city chiefs cheetah guesstheplayer sblv runitback gobucs jeffreinebold nfluk neilreynoldsnfl gmfb theukdukes,807025932,2021-02-04T17:59:40.000Z,7f55e839e1715da2,1,0,0,1,1357388366900256768,,24
24,1357384730761658369,amazing week danjlevy deserve everything hard work years writing creating wonderful show mampms superbowl advert hosting 👏🏼👏🏼❤😘,943523918,2021-02-04T17:45:13.000Z,31fffbe34de66921,0,0,0,0,1357384730761658369,,24
25,1357383615236161551,beers superbowl,20859578,2021-02-04T17:40:47.000Z,231af294750b236e,5,0,1,0,1357383615236161551,,2
26,1357403240590155784,starting annoyed forgot book monday work could stay late superbowl,316602677,2021-02-04T18:58:46.000Z,20548cd375c9c081,0,0,0,0,1357403240590155784,,13
27,1357399841370996737,jack joining full tonight discuss things super bowl check,985967510351695872,2021-02-04T18:45:16.000Z,1bfd34ea190a59c2,0,0,0,0,1357399841370996737,,9
28,1357395612417851396,samwallacetel press going leeches biggest clubs england liverpool arsenal yank owners want turn franchises football closed shop like super bowl can’t happen glazersout yanksout,188001484,2021-02-04T18:28:27.000Z,282652abfa70c570,0,0,0,0,1357372395716308992,347909288.0,31
29,1357394121602826240,hectormarimo garweh2011 counsel74 larrymoyo ndovona dzeku super bowl dziri pamberi,40717152,2021-02-04T18:22:32.000Z,4d2718ca93faeeb5,1,0,1,0,1357387079852961793,749726670.0,10
30,1357392891870593026,bringing dude hair less week super bowl middle pandemic dumb,1641159974,2021-02-04T18:17:39.000Z,5376859fe6806d5b,2,0,0,0,1357392891870593026,,12
31,1357391155932106754,timtravelling super bowl sunday disembarked regal princess four years stayed miami everywhere quiet,790270805129175040,2021-02-04T18:10:45.000Z,76005bfcf3a8f575,0,0,0,0,1357042922273861633,1.0841927548870246e+18,13
32,1357416729245323276,must like sports tampa pete’s area tblightning hold stanley raysbaseball made world series weekend buccaneers play super bowl outstanding dominant,3853882461,2021-02-04T19:52:22.000Z,1877d9a68bd46e43,0,0,0,0,1357416729245323276,,22
33,1357414266807189504,elkelly15 would sort superbowl eating,204999004,2021-02-04T19:42:35.000Z,5023e97768892734,0,0,1,0,1357414266807189504,9.714080226260296e+17,7
34,1357409007519100930,thank m60programmes can’t believe early read can’t wait sunday gobucs superbowl,14497072,2021-02-04T19:21:41.000Z,7279db8ac769a3e9,4,0,0,0,1357409007519100930,,12
35,1357427383993831431,andrewstone85 always injured superbowl comes back superbowl,127016648,2021-02-04T20:34:42.000Z,6bc1630ac15fbcaa,2,0,0,0,1357427148852781069,62476611.0,8
36,1357425760299077633,theburgundyzone chip burrows 30second super bowl half time commercial advertise podcasts,1245354316405366785,2021-02-04T20:28:15.000Z,60160252aeb7e3e5,1,0,0,0,1357420608376741893,241749173.0,14
37,1357423059129536515,talking robboradio bbcmerseysport chatting things nighthawksnews superbowl,38837807,2021-02-04T20:17:31.000Z,63bc20f9c08971c3,2,1,2,1,1357423059129536515,,8
38,1357422501408743426,shopping superbowl beer snacks work tomorrow finest eating drinking days year especially monday booked work,20363179,2021-02-04T20:15:18.000Z,5434fc88dcd5444b,0,0,1,0,1357422501408743426,,17
39,1357444010630148096,total beginner superbowl become passionate buccaneer chiefs sunday really idea,20112919,2021-02-04T21:40:46.000Z,1c37515518593fe3,6,0,10,0,1357444010630148096,,12
40,1357438752986189830,find kevin nick super bowl chefs buccaneers can’t find kevin’s instagram nicks instagram help please,1268972540132823042,2021-02-04T21:19:53.000Z,534d44fc60f378ec,0,0,1,0,1357438752986189830,,16
41,1357437812132438021,love quote prince heard raining watch performance watch purplerain superbowl,2621161192,2021-02-04T21:16:09.000Z,315b740b108481f6,0,0,0,0,1357437812132438021,,12
42,1357459502661054464,first time years finally watch super bowl sunday without alarm monday little excited,47184957,2021-02-04T22:42:20.000Z,07b1de146d3c94be,0,0,0,0,1357459502661054464,,18
43,1357457112947974145,looking forward getting back kitchen weekend sardines sultanas pine nuts good last week planning bigger better superbowl weekend,23077763,2021-02-04T22:32:50.000Z,47ff4825f135014a,5,0,2,1,1357457112947974145,,22
44,1357454831770820608,predict winner super bowl enter free licensed winx video converter download convert resize merge edit videos quickly high quality,1189658389,2021-02-04T22:23:46.000Z,3e9ad684f6dc2da5,0,0,0,0,1357454831770820608,,20
45,1357469316682289152,shall stay sunday watch superbowl,1232078299540705281,2021-02-04T23:21:20.000Z,695b360b8171c433,0,0,0,0,1357469316682289152,,5
46,1357512796263579649,2019cuppackage trentcapelli mtnbikerdenis left wasnt sacked wasnt greatest division superbowl,23376378,2021-02-05T02:14:06.000Z,02b5b310e3979394,0,0,1,0,1357023385579098112,3927194177.0,10
47,1357552669879980033,weeknds bloody alter wont making appearance super bowl,27847155,2021-02-05T04:52:33.000Z,06b9691f34c91d1c,4,0,0,3,1357552669879980033,,8
48,1357572582611046401,superbowl sunday plans cook something along theme french sliders look awesome,3228542962,2021-02-05T06:11:40.000Z,52bb236ce4bb9be1,4,0,0,0,1357572582611046401,,13
49,1357570856340307970,want chance winning original artist drawn stadium print follow briandoakes enter game giveaway chance prints game superbowl,981724812379815936,2021-02-05T06:04:49.000Z,791e00bcadc4615f,0,0,0,0,1357570856340307970,,18
50,1357590623327502338,massive wend greedy mother fuckers glaziers family play eveor tues folks love tampa bucks super bowl sunday true loyalty manchester united feeds,849600511,2021-02-05T07:23:22.000Z,74790dfe0c08c72f,11,0,3,2,1357590623327502338,,30
51,1357585839308554241,tbr54 tallboyradio podcast nowstreaming joined bigtiddytidwell 918shiner tandsshow talk superbowl things enjoy podcastlife podernfamily,1226989798222630913,2021-02-05T07:04:21.000Z,7a6fb7508ad50ef3,5,1,1,5,1357585839308554241,,16
52,1357613668670861316,awesome real test cricket live idiots lantern well done channel4 indvseng monday going long superbowl cricket channel4cricket,71079900,2021-02-05T08:54:56.000Z,778909dfad43f3d6,1,0,1,0,1357613668670861316,,20
53,1357608788199575556,planning make america beautiful super bowl performance,27847155,2021-02-05T08:35:32.000Z,06b9691f34c91d1c,8,1,0,5,1357608788199575556,,8
54,1357607367710507009,super bowl sunday chiefs buccaneers want miss london look forward return superbowl chiefs buccaneers football kansascity tampabay wembley,60144578,2021-02-05T08:29:54.000Z,5376859fe6806d5b,3,0,2,1,1357607367710507009,,22
55,1357625966823149570,wwpis thomasdevinepga debskinstad wyse2point7 stuartdixon13 drskillacq patrickfoster02 garylaybourne gamperjoanna gmckeegan goslingout hannahduncan89 thinkbperform mholmesgolf jpr25 6nations superbowl pétanque exercise,2350976198,2021-02-05T09:43:48.000Z,315906f3f5b4dffe,5,0,0,1,1357595506663436289,8.67651969753772e+17,19
56,1357617218499055616,wwpis timmytammy8 timravenscroft tomsutton18 tonypenfold1 welshreynolds1 wearecoachcore womeninsportuk womensbadminton sportses drsergiolaraeu vawells1 athleticevouk heatherdeh lenbusch deadlines sleep football sleep super bowl,2463327782,2021-02-05T09:09:02.000Z,5376859fe6806d5b,3,0,0,1,1357597806756835330,8.67651969753772e+17,21
57,1357615975273795584,saddest thing weekend either chad henne blaine gabbert superbowl ring,240438088,2021-02-05T09:04:06.000Z,0af014accd6f6e99,1,0,0,0,1357615975273795584,,15
58,1357643628051648513,ianstaffs super bowl sunday,194245867,2021-02-05T10:53:59.000Z,60160252aeb7e3e5,0,0,0,0,1357595953692356608,25983381.0,4
59,1357634059590115329,talksport program jesus it’s superbowl,871846783,2021-02-05T10:15:58.000Z,7f15dd80ac78ef40,0,0,0,0,1357634059590115329,15332636.0,6
60,1357632052653395969,first time team played super bowl home stadium next year second,186171340,2021-02-05T10:07:59.000Z,70392b0b6ad1f95b,0,0,0,0,1357632052653395969,,14
61,1357630723805609984,thank hickorys absolute beast delivery lockdown isn’t stopping super bowl plans nfluk sblv,1139185178457333761,2021-02-05T10:02:42.000Z,7448efd8dc7d7542,0,0,1,0,1357630723805609984,,14
62,1357653040057221120,nfluk greatest catch ever superbowl,4403873896,2021-02-05T11:31:23.000Z,48ced211de99199a,1,0,0,0,1357645149799546880,71223470.0,5
63,1357650676055216131,requestabet superbowl teams score rushing passing field goal half’s,249716757,2021-02-05T11:21:59.000Z,10a9976fe9dec853,0,0,2,0,1357650676055216131,2971663642.0,11
64,1357648648721600513,exsqueeze seen waynesworld super bowl adverts made could recite movies heart good back smallbizfridayuk smallbiz elevenseshour shopsmall stationery,1325489486701207558,2021-02-05T11:13:56.000Z,7ae9e2f2ff7a87cd,9,0,1,6,1357648648721600513,,21
65,1357645938131685376,getting ready superbowl party,20306116,2021-02-05T11:03:10.000Z,5f73d127c7ccf9d9,19,0,6,1,1357645938131685376,,4
66,1357675117309026304,hogfarmerchris washingtonnfl live uncle redskins pennant wall clue redskins american football thought looked cool redskins dolphins super bowl aired clicked ever since httr,518439374,2021-02-05T12:59:07.000Z,43dacd36a372f0d8,8,0,0,0,1357663741396078592,287332878.0,29
67,1357673793087537160,super exhibition batting root shame sibley great delivery bumrah enjoy watching bowl,1193277990,2021-02-05T12:53:51.000Z,056f03c423c1babe,5,0,2,0,1357673793087537160,,14
68,1357671705636859907,weeknd perform super bowl halftime show stadium stands,27847155,2021-02-05T12:45:33.000Z,06b9691f34c91d1c,5,0,0,4,1357671705636859907,,9
69,1357667960400326656,feels like guys walked endless lockdowns thank gmfb kylebrandt heykayadams pschrags realmikerob nateburleson willselvatv skysportsnfl making lunchtimes much fungmfb superbowl,400250937,2021-02-05T12:30:40.000Z,5028e25dc94f3898,1,0,0,1,1357667960400326656,,23
70,1357666425750630406,hickorys received family platter you’ve sent heating instructions super bowl platter instructions online,283663397,2021-02-05T12:24:34.000Z,74790dfe0c08c72f,0,0,0,0,1357666425750630406,1158097489.0,16
71,1357666220183588868,ready superbowl weekend don’t forget book collection slot sunday orders placed sunday free tshirt stocks last hooters hootersnottingham superbowlsunday,296288738,2021-02-05T12:23:45.000Z,7d7bdec12d2549d4,4,0,0,0,1357666220183588868,,21
72,1357663654028611585,weeknd perform super bowl halftime show stadium stands report,27847155,2021-02-05T12:13:33.000Z,06b9691f34c91d1c,4,0,0,4,1357663654028611585,,10
73,1357688938333409288,memories timessport writers watching super bowl sofas school auditoriums parties stadium plus tips lasting night buffalo wings beer seem integral ingredients,26202347,2021-02-05T13:54:02.000Z,1016dc4ddb86f9b7,1,0,0,0,1357688938333409288,,22
74,1357687586706358273,saltysixties gonna watch superbowl theni still follow cardinals,1299277102152388609,2021-02-05T13:48:39.000Z,7aeb72d9e8a1c889,1,0,1,0,1357602385783365632,8.558504377649275e+17,8
75,1357685288580046852,cardinalkilted beavertownbeer 5starimports superbowl passyunkavenue nfluk mate well stocked sunday,69683164,2021-02-05T13:39:32.000Z,06168d1feda43857,0,0,0,0,1357388038226198532,1.1086727222493594e+18,10
76,1357676569683230720,michaelglasper good test cricket super bowl weekend well,146172697,2021-02-05T13:04:53.000Z,46f2260bd86a6f0c,2,0,1,0,1357657311070806019,20479315.0,9
77,1357704413817827329,it’s superbowl weekend excited,131832005,2021-02-05T14:55:31.000Z,3e1157a1c0f0ab13,6,2,1,0,1357704413817827329,,4
78,1357703570288705536,excited fazendagroup delivery fazendaathome feastforthesuperbowl superbowlweeknd superbowl,228520784,2021-02-05T14:52:10.000Z,4ca03d163b531aa3,0,0,1,0,1357703570288705536,,7
79,1357696198866534400,went bought whole heap american snacks superbowl sunday,173172163,2021-02-05T14:22:53.000Z,4393349f368f67a1,0,0,0,0,1357696198866534400,,8
80,1357731927420239880,wellsbells71 akashsachdeva1 somaros super bowl you’ve changed,236865837,2021-02-05T16:44:51.000Z,791e00bcadc4615f,0,0,0,0,1357652147152764928,257521833.0,7
81,1357728496206966785,guess score correctly quarters super bowl share prize pool pokercoaching enter,2716585503,2021-02-05T16:31:13.000Z,6379aab93dd3c083,0,0,0,0,1357728496206966785,,13
82,1357728441005731842,guess score correctly quarters super bowl share prize pool pokercoaching enter,2716585503,2021-02-05T16:31:00.000Z,6379aab93dd3c083,0,0,0,0,1357728441005731842,,13
83,1357725171935772675,meters feet endtoend that’s yard american football field including zones watch weekends super bowl take moment appreciate marvel engineering really exploreplanets,2887040429,2021-02-05T16:18:00.000Z,54e5aa03ce31e354,0,0,0,0,1357725171935772675,,24
84,1357749110921691141,super bowl week guessed correct answer guess player tampa buccaneers mikeevans13 kansas city chiefs leveonbell guesstheplayer sblv runitback gobucs jeffreinebold nfluk neilreynoldsnfl gmfb theukdukes,807025932,2021-02-05T17:53:08.000Z,7f55e839e1715da2,1,0,0,0,1357749110921691141,,24
85,1357747883655708677,sports phrases superbowl stepping plate mean,942462237775720448,2021-02-05T17:48:15.000Z,5cec0a0bf86e265e,2,0,0,0,1357747883655708677,,7
86,1357745038785196039,time plan weekend schedule sundays superbowl chiefskingdom,1596478081,2021-02-05T17:36:57.000Z,7c154745b9490fd3,2,0,0,0,1357745038785196039,,8
87,1357738471130021895,knows it’s phillydelivered phillyinlondon lovebundles superbowl,2321004033,2021-02-05T17:10:51.000Z,56c45474148ca4da,4,0,2,1,1357738471130021895,,8
88,1357738112429010946,jackhumphreykm hell yeaaaah enjoy food thank ordering phillydelivered superbowl phillyinlondon,2321004033,2021-02-05T17:09:26.000Z,56c45474148ca4da,1,0,0,0,1357713624886878211,137334250.0,11
89,1357737434465918983,enjoy food brother superbowl phillydelivered,2321004033,2021-02-05T17:06:44.000Z,56c45474148ca4da,10,0,1,0,1357737434465918983,,5
90,1357735961237544961,super bowl time american football explained anyone doesn’t understand,19437827,2021-02-05T17:00:53.000Z,6863fd050de21120,0,0,0,0,1357735961237544961,,9
91,1357764018321121286,spidermansi would’ve actually worked really well bonus track joanne fits well super bowl performance right joanne released,4001305157,2021-02-05T18:52:22.000Z,315b740b108481f6,1,0,0,0,1357760787918577666,3656376935.0,19
92,1357762841391083520,incredible fact brady loses superbowl first time he’s lost superbowl good bucs gobucs chiefskingdom gopats,3369622053,2021-02-05T18:47:42.000Z,5d5c6e49d4e15ab3,2,0,0,0,1357762841391083520,,16
93,1357759425780588545,talented celeste asked record interpretation ‘twinkle twinkle little star’ inspiration4x stjude children’s research hospital’s forthcoming super bowl amazing work everyone involved globe sync team ✨⭐️🏈 celeste superbowl sync music,163500262,2021-02-05T18:34:07.000Z,5d838f7a011f4a2d,2,0,0,0,1357759425780588545,,30
94,1357757356881432576,definitely ordered super bowl program weekend read,282865383,2021-02-05T18:25:54.000Z,7ae9e2f2ff7a87cd,0,0,0,0,1357757356881432576,,11
95,1357753948921290752,don’t give monkeys superbowl hickoryssmokehouse delivery gonna awesome avfoodies kidderminster,94841139,2021-02-05T18:12:21.000Z,3f81e4ab7f76195f,0,0,0,0,1357753948921290752,,12
96,1357752941910888448,odds superbowl coin toss,20840321,2021-02-05T18:08:21.000Z,18254280149d518a,3,0,1,0,1357752941910888448,,5
97,1357772747330453510,know showing superbowl watch gamepass,1848451,2021-02-05T19:27:03.000Z,7d3d8e59b4047344,0,0,1,0,1357772747330453510,,5
98,1357771009961693184,hearts tonight united tomorrow united ladies sunday england calcutta sunday superbowl sunday thank work monday,372281717,2021-02-05T19:20:09.000Z,345e598b6364b556,0,0,0,0,1357771009961693184,,15
99,1357789520704532483,,879660172045582337,2021-02-05T20:33:42.000Z,07e9c7d1954fff64,0,0,0,0,1357789520704532483,,0
100,1357789376076525577,look princes super bowl halftime performance connected place culture tysonb18 ripprince,1356018211595149317,2021-02-05T20:33:08.000Z,53b67b1d1cc81a51,0,0,0,0,1357789376076525577,,11
101,1357787642763558914,super bowl pales comparison biggest game soccer,26718515,2021-02-05T20:26:15.000Z,208d28e57bdc12e9,0,0,0,0,1357787642763558914,,7
102,1357787319609266178,probably won’t watch super bowl,577305207,2021-02-05T20:24:58.000Z,5173c9bed1b8dfb5,2,0,2,0,1357787319609266178,,5
103,1357786685543702529,listening episode strange crazy mental hilarious time january predicting brady could actually come tampa well months it’s pewterreport tampabaytre markcook1970 ledyardnfldraft gobucs superbowl,14497072,2021-02-05T20:22:26.000Z,7279db8ac769a3e9,3,0,1,1,1357786685543702529,,27
104,1357785763069444099,added visl knowing weekend huge they’re covering business super bowl weekend didnt disappoint hour closepower hour company plans multi business company long play stantradingman called,460454961,2021-02-05T20:18:47.000Z,3b96faad4e848f30,1,0,0,0,1357785763069444099,,29
105,1357810575884115974,incredible story years worked every super bowl history,522336307,2021-02-05T21:57:22.000Z,60160252aeb7e3e5,15,0,1,0,1357810575884115974,,9
106,1357802591044919296,look it’s superbowl weekend know springsteen prince great ultimately performance crew,39954435,2021-02-05T21:25:39.000Z,038247c1b5bb34c9,2,0,0,0,1357802591044919296,,14
107,1357801389435609090,totpfacts super bowl footballers showed prince concert,19645008,2021-02-05T21:20:52.000Z,1c37515518593fe3,0,0,0,0,1357800928921985025,324532446.0,9
108,1357798741458190338,going weekend bngo cbbt alzheimer’s acquisition sooooon could minimum next week news alpp news drop today worked tesla potential nasdaq move weeks visl major business super bowl weekend,460454961,2021-02-05T21:10:21.000Z,3b96faad4e848f30,6,0,0,2,1357798741458190338,,33
109,1357796872300220417,jimchater super bowl might bridge quite late sunday,217581191,2021-02-05T21:02:55.000Z,3dc7b71f520e2d15,0,0,1,0,1357790529820495878,3134714980.0,8
110,1357818905192988672,super bowl weekend,1919922828,2021-02-05T22:30:28.000Z,7a86e4aa93fb08dd,0,0,0,0,1357818905192988672,,3
111,1357818195751673863,named super bowl winners beat bbcnfl bbcsport,85362062,2021-02-05T22:27:39.000Z,791e00bcadc4615f,1,0,0,0,1357818195751673863,,8
112,1357818004105486337,going need keeping adding thread next couple days aren’t,56069155,2021-02-05T22:26:53.000Z,3fdbe358937b4fb9,0,0,1,0,1223888282032930816,56069155.0,11
113,1357814855135358978,till 15th super bowl weekend upon 😏🏈🌮🍺,21780940,2021-02-05T22:14:23.000Z,5f062bfe35fe2a69,6,0,0,0,1357814855135358978,,7
114,1357813436101591042,chippyladen don’t forget we’ll loads trailers sunday superbowl night,22673077,2021-02-05T22:08:44.000Z,76da71e5e53d2269,0,0,0,0,1357785239054135298,144520286.0,9
115,1357813185139597316,weekend sport super bowl england india nations liverpool city dublin racing festival,540869806,2021-02-05T22:07:44.000Z,657ba64c654e4737,7,0,1,0,1357813185139597316,,13
116,1357812151226945540,whos going poll patrickmahomes tombrady chiefs buccaneers firstand10show chiefsdaily15 nfluk superbowl brady mahomes,1350769008849653761,2021-02-05T22:03:38.000Z,07e9c7d1954fff64,0,0,1,0,1357812151226945540,,13
117,1357840438384865286,literally hours chiefs superbowl nerves starting already backtoback chiefskingdom,341111151,2021-02-05T23:56:02.000Z,534d44fc60f378ec,4,0,1,0,1357840438384865286,,10
118,1357838387307233280,fucking double whammy oddballs weekend handegg eggchasing lidlrugbyshirts armchairquarterbacks ruggerlovers whatshappeningnow whosplaying 🤔📺🤪🤣 6nations superbowl,242245602,2021-02-05T23:47:53.000Z,78e9729ff12a648e,0,0,0,0,1357838387307233280,,16
119,1357829978486939649,check full podcast link profile rounding nationalstorytellingweek podcast stories told super bowl adverts draw audience superbowl55,306266215,2021-02-05T23:14:28.000Z,440cc9944cc1a51a,0,0,0,0,1357829978486939649,,19
120,1357844884087050240,right year first superbowl legit football took monday kegs beer cannot wait,26531677,2021-02-06T00:13:42.000Z,0de54c5b490b1452,7,0,4,0,1357844884087050240,,15
121,1357841634596171776,wholdun1 roddyjenkins crootmatt tuesday 0930ish place tmrw sunday we’ve lots watchsix nationssuper bowl cider landlord,2784372583,2021-02-06T00:00:47.000Z,7f15dd80ac78ef40,2,0,0,0,1357809928514260992,1.266381220302078e+18,15
122,1357885145865478145,best mileycyrus super bowl thanks good vibrations advance,892372106792640512,2021-02-06T02:53:41.000Z,540e72a1ef96dafa,0,0,0,0,1357885145865478145,,8
123,1357888958542323713,requestabet skybet teams score 3tds half super bowl superbowl,548892072,2021-02-06T03:08:50.000Z,6a779d5cb7e570e8,0,0,1,0,1357888958542323713,2971663642.0,11
124,1357888594791325705,requestabet skybet teams score half super bowl superbowl,548892072,2021-02-06T03:07:24.000Z,6a779d5cb7e570e8,0,0,2,0,1357888594791325705,2971663642.0,10
125,1357924314406924289,watching cricket onto football beers cricket football beers superbowl cricket canny weekend planned safc indveng superbowllv,3047931974,2021-02-06T05:29:20.000Z,5233a0505ea12908,3,0,0,0,1357924314406924289,,21
126,1357945040987906048,promise youll never heard superbowl previewed like tallboyradio podcast🎧 tiddyandshiner football podcastlife podernfamily,1226989798222630913,2021-02-06T06:51:41.000Z,2f813c41f75ade61,3,0,0,3,1357945040987906048,,15
127,1357957247029157888,welcome morning happy weekend sixnations superbowl sports snow ipswich suffolk,987685644662136832,2021-02-06T07:40:11.000Z,315906f3f5b4dffe,0,0,0,0,1357957247029157888,,10
128,1357976279878877187,actually dogecoin dogecointothemoon super bowl commercial,1348229469241278465,2021-02-06T08:55:49.000Z,17cc57fae415c45e,1,0,0,0,1357976279878877187,,7
129,1357975258649792515,elonmusk elon musk dogecoin super bowl commercial,1348229469241278465,2021-02-06T08:51:46.000Z,17cc57fae415c45e,2,0,2,2,1357970517165182979,44196397.0,7
130,1357974528245329920,dogecoin dogecointothemoon elon musk dogecoin super bowl commercial youtube,1348229469241278465,2021-02-06T08:48:52.000Z,17cc57fae415c45e,0,1,0,0,1357974528245329920,,9
131,1357962645832429568,you’ve sold mrdanwalker plan watch super bowl first time,3024727672,2021-02-06T08:01:39.000Z,1c37515518593fe3,1,1,0,0,1357962645832429568,,9
132,1357962584041873408,nations west super bowl weekend,14966665,2021-02-06T08:01:24.000Z,315b740b108481f6,1,0,1,0,1357962584041873408,,5
133,1357962259599876097,ysf1712 sistoney67 superbowl tombrady replaced another puppet,1718691332,2021-02-06T08:00:07.000Z,315b740b108481f6,0,0,1,0,1357819866993086466,1.0156015895774495e+18,7
134,1357990876174315520,nations super bowl weekend wait kick sixnations superbowl,560660040,2021-02-06T09:53:49.000Z,32c74076799957c5,3,0,0,0,1357990876174315520,,8
135,1357989941612019713,bbcsporsgaelic aidhear superbowl,730295658,2021-02-06T09:50:06.000Z,791e00bcadc4615f,0,0,0,0,1357989941612019713,724228158.0,3
136,1357988767240486912,itweetturf watching golf superbowl snow essex england tomorrow chilling snacks whiskey 🥃📺⛳🏈❄️⛄😊🎉,780855720040239104,2021-02-06T09:45:26.000Z,03a5820911d90b76,3,0,0,0,1357817880679694336,222484368.0,13
137,1357987553983549440,mrdanwalker super bowl could give update christianwade3 efforts going please,862604442,2021-02-06T09:40:37.000Z,07815108b1a7765b,1,0,1,0,1357987553983549440,47945492.0,12
138,1357987439139319812,chadhurley super bowl weekend beers chilling,118773957,2021-02-06T09:40:10.000Z,4efd6fc8c50fae33,0,0,0,0,1357987439139319812,,6
139,1357979345600606209,superbowl,284134144,2021-02-06T09:08:00.000Z,3c739600226a46cf,1,0,0,0,1357979345600606209,,1
140,1357979215233228802,happyguy7799 can’t wait super bowl menu,966149593649074184,2021-02-06T09:07:29.000Z,593b55aac2dd394d,5,0,0,0,1357821008670052355,9.661495936490742e+17,6
